Driver,LapTime_first_year,LapTime_latter_year
ALO,76.88805633802816,82.24386111111112
ALO,102.90420370370371,101.96717857142858
ALO,80.85454166666666,85.24677464788732
ALO,85.2049,85.20641428571427
ALO,82.95288571428571,80.68454285714286
ALO,93.09462962962962,90.72648275862069
ALO,112.03967391304347,111.64402
ALO,98.63931372549018,94.04369811320754
ALO,113.78713636363636,110.15915909090909
ALO,94.55775,96.13520833333332
ALO,91.13414285714286,84.10129487179486
ALO,81.68806153846154,84.8324090909091
ALO,115.7175,113.78713636363636
ALO,73.00654285714285,72.88594202898551
ALO,84.61784482758621,98.51737931034482
ALO,99.56794736842104,97.88822807017544
ALO,72.73132394366198,73.00654285714285
ALO,77.70535064935065,91.13414285714286
ALO,83.87703225806452,87.62617460317462
ALO,89.9588,80.94040909090909
ALO,98.93473214285714,92.71133333333334
ALO,84.10129487179486,113.15010526315788
ALO,98.73328846153846,96.35838461538462
ALO,91.784,85.77373076923078
ALO,84.9216507936508,88.6859347826087
ALO,98.4550625,94.835875
ALO,85.20641428571427,82.5753
ALO,107.29964814814814,111.3935
ALO,110.22398,107.996375
ALO,97.88822807017544,100.85835714285714
ALO,85.83437735849056,86.72925
ALO,92.93013114754099,124.15316666666666
ALO,111.64402,107.28244897959183
ALO,100.4427358490566,101.75509615384615
ALO,92.71133333333334,96.26285964912282
ALO,87.04913846153846,89.9588
ALO,83.43105633802816,78.74318571428572
BEA,110.35770000000001,107.8435
BEA,96.04824489795918,96.30537500000001
BOT,90.3833137254902,92.84476923076923
BOT,113.64166666666667,136.214
BOT,93.43387719298245,94.4432
BOT,72.63267142857143,73.94834285714286
BOT,125.651,114.44638636363635
BOT,103.92791071428572,103.58574074074075
BOT,91.48973015873015,85.20705194805196
BOT,98.89938461538462,97.82117647058824
BOT,73.94834285714286,72.60247142857142
BOT,102.79785714285715,105.7689375
BOT,89.40077272727272,81.96743076923076
BOT,85.20705194805196,113.15844736842105
BOT,85.77844927536232,85.9043188405797
BOT,98.26928125,99.02766666666668
BOT,102.97724561403508,100.16461403508771
BOT,110.79430612244899,111.24593877551021
